No.,Time,Source,Destination,Protocol,Length,MSS,WIN,TTL,URG,ACK,PSH,RST,SYN,FIN,SQ,SQR,Who,At,Info,Src Port,Dest Port
162,19.86822,10.0.2.1,10.0.2.4,DNS,81,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0xba41 No such name PTR 1.3.0.10.in-addr.arpa,53,38738
163,19.868682,10.0.2.4,10.0.2.1,DNS,93,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x6e0e PTR 10.3.0.10.in-addr.arpa OPT,40105,53
164,19.868847,10.0.2.4,10.0.2.1,DNS,93,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x8637 PTR 11.3.0.10.in-addr.arpa OPT,43192,53
165,19.868926,10.0.2.1,10.0.2.4,DNS,81,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0x7717 No such name PTR 2.3.0.10.in-addr.arpa,53,42121
166,19.869011,10.0.2.4,10.0.2.1,DNS,93,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0xf19c PTR 12.3.0.10.in-addr.arpa OPT,39840,53
167,19.869156,10.0.2.4,10.0.2.1,DNS,93,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x82c8 PTR 13.3.0.10.in-addr.arpa OPT,39306,53
168,19.869233,10.0.2.1,10.0.2.4,DNS,81,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0x6851 No such name PTR 3.3.0.10.in-addr.arpa,53,54289
169,19.869421,10.0.2.1,10.0.2.4,DNS,81,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0xde5c No such name PTR 4.3.0.10.in-addr.arpa,53,36469
170,19.86963,10.0.2.1,10.0.2.4,DNS,81,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0x4923 No such name PTR 5.3.0.10.in-addr.arpa,53,34737
171,19.869647,10.0.2.4,10.0.2.1,DNS,93,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0xde5b PTR 14.3.0.10.in-addr.arpa OPT,41807,53
172,19.869987,10.0.2.1,10.0.2.4,DNS,81,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0x46da No such name PTR 6.3.0.10.in-addr.arpa,53,34877
173,19.870201,10.0.2.1,10.0.2.4,DNS,81,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0xd3b6 No such name PTR 7.3.0.10.in-addr.arpa,53,50057
174,19.870383,10.0.2.1,10.0.2.4,DNS,81,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0xcfbe No such name PTR 8.3.0.10.in-addr.arpa,53,43986
175,19.870551,10.0.2.1,10.0.2.4,DNS,81,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0xbe65 No such name PTR 9.3.0.10.in-addr.arpa,53,53239
176,19.870641,10.0.2.4,10.0.2.1,DNS,93,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0xa334 PTR 15.3.0.10.in-addr.arpa OPT,52387,53
177,19.872442,10.0.2.1,10.0.2.4,DNS,93,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0x6e0e No such name PTR 10.3.0.10.in-addr.arpa OPT,53,40105
178,19.872674,10.0.2.1,10.0.2.4,DNS,93,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0x8637 No such name PTR 11.3.0.10.in-addr.arpa OPT,53,43192
179,19.872781,10.0.2.1,10.0.2.4,DNS,93,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0xf19c No such name PTR 12.3.0.10.in-addr.arpa OPT,53,39840
180,19.872934,10.0.2.1,10.0.2.4,DNS,93,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0x82c8 No such name PTR 13.3.0.10.in-addr.arpa OPT,53,39306
181,19.872941,10.0.2.4,10.0.2.1,DNS,82,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x6e0e PTR 10.3.0.10.in-addr.arpa,40105,53
182,19.8731,10.0.2.4,10.0.2.1,DNS,82,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x8637 PTR 11.3.0.10.in-addr.arpa,43192,53
183,19.873151,10.0.2.1,10.0.2.4,DNS,93,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0xde5b No such name PTR 14.3.0.10.in-addr.arpa OPT,53,41807
184,19.873251,10.0.2.4,10.0.2.1,DNS,82,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0x82c8 PTR 13.3.0.10.in-addr.arpa,39306,53
185,19.8734,10.0.2.4,10.0.2.1,DNS,82,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0xf19c PTR 12.3.0.10.in-addr.arpa,39840,53
186,19.873511,10.0.2.4,10.0.2.1,DNS,82,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0xde5b PTR 14.3.0.10.in-addr.arpa,41807,53
187,19.873895,10.0.2.1,10.0.2.4,DNS,93,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0xa334 No such name PTR 15.3.0.10.in-addr.arpa OPT,53,52387
188,19.874116,10.0.2.4,10.0.2.1,DNS,82,0,0,64,0,0,0,0,0,0,1,0,0,0,Standard query 0xa334 PTR 15.3.0.10.in-addr.arpa,52387,53
189,19.875326,10.0.2.1,10.0.2.4,DNS,82,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0x6e0e No such name PTR 10.3.0.10.in-addr.arpa,53,40105
190,19.875415,10.0.2.1,10.0.2.4,DNS,82,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0x8637 No such name PTR 11.3.0.10.in-addr.arpa,53,43192
191,19.875855,10.0.2.1,10.0.2.4,DNS,82,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0x82c8 No such name PTR 13.3.0.10.in-addr.arpa,53,39306
192,19.876232,10.0.2.1,10.0.2.4,DNS,82,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0xf19c No such name PTR 12.3.0.10.in-addr.arpa,53,39840
193,19.876542,10.0.2.1,10.0.2.4,DNS,82,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0xde5b No such name PTR 14.3.0.10.in-addr.arpa,53,41807
194,19.876828,10.0.2.1,10.0.2.4,DNS,82,0,0,255,0,0,0,0,0,0,0,1,0,0,Standard query response 0xa334 No such name PTR 15.3.0.10.in-addr.arpa,53,52387
