Time,Source,Destination,Protocol,Length,MSS,WIN,TTL,URG,ACK,PSH,RST,SYN,FIN,SQ,SQR,Who,At,Src Port,Dest Port,hostscan,osscan,portscan
5861,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5862,5,3,13,3,5,9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5870,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5863,5,3,13,3,5,9,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5871,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5864,5,3,13,3,5,9,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5872,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5865,5,3,13,3,5,9,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5873,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5866,5,3,13,3,5,9,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5874,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5867,5,3,13,3,5,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5875,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5868,5,3,13,3,5,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5876,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5869,5,3,13,3,5,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5877,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5878,5,3,13,3,5,9,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5880,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5879,5,3,13,3,5,9,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5881,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5882,5,3,13,3,5,9,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5886,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5883,5,3,13,3,5,9,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5887,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5884,5,3,13,3,5,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5888,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5885,5,3,13,3,5,9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5889,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5890,5,3,13,3,5,9,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5895,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5891,5,3,13,3,5,9,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5896,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5892,5,3,13,3,5,9,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5897,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5893,5,3,13,3,5,9,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5898,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5894,5,3,13,3,5,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5899,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5900,5,3,13,3,5,9,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5908,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5901,5,3,13,3,5,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5909,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5902,5,3,13,3,5,9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5910,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5903,5,3,13,3,5,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5911,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5904,5,3,13,3,5,9,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5912,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5905,5,3,13,3,5,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5913,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5906,5,3,13,3,5,9,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5914,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5907,5,3,13,3,5,9,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5915,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5916,5,3,13,3,5,9,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5924,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5917,5,3,13,3,5,9,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5925,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5918,5,3,13,3,5,9,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5926,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5919,5,3,13,3,5,9,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5927,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5920,5,3,13,3,5,9,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5928,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5921,5,3,13,3,5,9,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5929,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5922,5,3,13,3,5,9,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5930,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5923,5,3,13,3,5,9,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5931,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5932,5,3,13,3,5,9,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5940,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5933,5,3,13,3,5,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5941,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5934,5,3,13,3,5,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5942,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5935,5,3,13,3,5,9,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5943,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5936,5,3,13,3,5,9,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5944,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5937,5,3,13,3,5,9,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5945,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5938,5,3,13,3,5,9,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5946,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5939,5,3,13,3,5,9,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5947,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5948,5,3,13,3,5,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5956,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5949,5,3,13,3,5,9,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5957,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5950,5,3,13,3,5,9,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5958,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5951,5,3,13,3,5,9,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5959,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5952,5,3,13,3,5,9,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5960,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5953,5,3,13,3,5,9,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5961,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5954,5,3,13,3,5,9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5962,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5955,5,3,13,3,5,9,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5963,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5964,5,3,13,3,5,9,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5971,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5965,5,3,13,3,5,9,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5972,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5966,5,3,13,3,5,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5973,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5967,5,3,13,3,5,9,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5974,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5968,5,3,13,3,5,9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5975,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5969,5,3,13,3,5,9,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5976,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5970,5,3,13,3,5,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5977,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5978,5,3,13,3,5,9,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5981,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5979,5,3,13,3,5,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5982,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5980,5,3,13,3,5,9,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5983,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5984,5,3,13,3,5,9,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5989,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5985,5,3,13,3,5,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5990,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5986,5,3,13,3,5,9,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5991,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5987,5,3,13,3,5,9,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5992,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5988,5,3,13,3,5,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5993,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5994,5,3,13,3,5,9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6001,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5995,5,3,13,3,5,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6002,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5996,5,3,13,3,5,9,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6003,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5997,5,3,13,3,5,9,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6004,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5998,5,3,13,3,5,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6005,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
5999,5,3,13,3,5,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6006,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6000,5,3,13,3,5,9,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6007,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6008,5,3,13,3,5,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6016,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6009,5,3,13,3,5,9,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6017,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6010,5,3,13,3,5,9,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6018,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6011,5,3,13,3,5,9,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6019,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6012,5,3,13,3,5,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6020,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6013,5,3,13,3,5,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6021,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6014,5,3,13,3,5,9,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6022,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6015,5,3,13,3,5,9,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6023,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6024,5,3,13,3,5,9,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6032,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6025,5,3,13,3,5,9,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6033,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6026,5,3,13,3,5,9,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6034,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6027,5,3,13,3,5,9,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6035,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6028,5,3,13,3,5,9,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6036,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6029,5,3,13,3,5,9,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6037,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6030,5,3,13,3,5,9,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6038,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6031,5,3,13,3,5,9,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6039,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6040,5,3,13,3,5,9,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6048,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6041,5,3,13,3,5,9,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6049,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6042,5,3,13,3,5,9,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6050,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6043,5,3,13,3,5,9,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6051,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6044,5,3,13,3,5,9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6052,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6045,5,3,13,3,5,9,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6053,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6046,5,3,13,3,5,9,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6054,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6047,5,3,13,3,5,9,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6055,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6056,5,3,13,3,5,9,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6064,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6057,5,3,13,3,5,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6065,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6058,5,3,13,3,5,9,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6066,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6059,5,3,13,3,5,9,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6067,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6060,5,3,13,3,5,9,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6068,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6061,5,3,13,3,5,9,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6069,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6062,5,3,13,3,5,9,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6070,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6063,5,3,13,3,5,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6071,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6072,5,3,13,3,5,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6075,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6073,5,3,13,3,5,9,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6076,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6074,5,3,13,3,5,9,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6077,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6078,5,3,13,3,5,9,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6081,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6079,5,3,13,3,5,9,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6082,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6080,5,3,13,3,5,9,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6083,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6084,5,3,13,3,5,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6090,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6085,5,3,13,3,5,9,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6091,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6086,5,3,13,3,5,9,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6092,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6087,5,3,13,3,5,9,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6093,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6088,5,3,13,3,5,9,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6094,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6089,5,3,13,3,5,9,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6095,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6096,5,3,13,3,5,9,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6104,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6097,5,3,13,3,5,9,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6105,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6098,5,3,13,3,5,9,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6106,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6099,5,3,13,3,5,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6107,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6100,5,3,13,3,5,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6108,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6101,5,3,13,3,5,9,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6109,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6102,5,3,13,3,5,9,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6110,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6103,5,3,13,3,5,9,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6111,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6112,5,3,13,3,5,9,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6120,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6113,5,3,13,3,5,9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6121,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6114,5,3,13,3,5,9,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6122,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6115,5,3,13,3,5,9,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6123,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6116,5,3,13,3,5,9,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6124,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6117,5,3,13,3,5,9,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6125,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6118,5,3,13,3,5,9,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6126,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6119,5,3,13,3,5,9,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6127,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6128,5,3,13,3,5,9,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6136,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6129,5,3,13,3,5,9,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6137,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6130,5,3,13,3,5,9,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6138,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6131,5,3,13,3,5,9,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6139,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6132,5,3,13,3,5,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6140,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6133,5,3,13,3,5,9,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6141,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6134,5,3,13,3,5,9,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6142,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6135,5,3,13,3,5,9,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6143,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6144,5,3,13,3,5,9,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6152,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6145,5,3,13,3,5,9,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6153,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6146,5,3,13,3,5,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6154,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6147,5,3,13,3,5,9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6155,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6148,5,3,13,3,5,9,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6156,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
6149,5,3,13,3,5,9,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
6157,3,5,13,1,0,0,27,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
